[502]
[450] 5
[432] 4
[440] 3
[406] 11
[70] 10
[454] 9
[404] 11 5
[64] 10 5
[386] 9 5
[435] 2 4
[436] 1 4
[439] 0 4
[336] 11 4
[0] 10 4
[384] 9 4
[344] 11 3
[56] 10 3
[392] 9 3
[438] 14 3
[444] 13 3
[442] 12 3
[402] 5 11
[336] 4 11
[344] 3 11
[358] 8 11
[310] 7 11
[118] 6 11
[142] 2 10
[166] 1 10
[46] 0 10
[66] 5 10
[0] 4 10
[56] 3 10
[18] 5 9
[144] 4 9
[488] 3 9
[255] 6 14 7 0 11 4
[179] 2 13 6 0 11 4
[183] 2 6 14 0 11 4
[179] 2 6 13 0 11 4
[255] 6 14 0 7 11 4
[283] 13 11 2 6 11 4
[235] 12 11 2 6 11 4
[93] 1 10 2 6 11 4
[285] 13 10 2 6 11 4
[183] 8 9 2 6 11 4
[281] 13 9 2 6 11 4
[233] 12 9 2 6 11 4
[223] 1 13 2 6 11 4
[283] 11 13 2 6 11 4
[285] 10 13 2 6 11 4
[281] 9 13 2 6 11 4
[235] 11 12 2 6 11 4
[233] 9 12 2 6 11 4
[459] 1 10 0 6 11 4
[469] 14 10 0 6 11 4
[467] 13 10 0 6 11 4
[465] 12 10 0 6 11 4
[373] 14 9 0 6 11 4
[371] 13 9 0 6 11 4
[369] 12 9 0 6 11 4
[469] 10 14 0 6 11 4
[373] 9 14 0 6 11 4
[179] 1 13 0 6 11 4
[467] 10 13 0 6 11 4
[371] 9 13 0 6 11 4
[95] 5 12 0 6 11 4
[465] 10 12 0 6 11 4
[369] 9 12 0 6 11 4
[373] 14 1 8 2 10 4
[371] 13 1 8 2 10 4
[369] 12 1 8 2 10 4
[95] 3 11 8 2 10 4
[471] 8 9 8 2 10 4
[469] 7 9 8 2 10 4
[323] 13 1 7 2 10 4
[321] 12 1 7 2 10 4
[321] 4 11 7 2 10 4
[383] 3 11 7 2 10 4
[327] 8 9 7 2 10 4
[277] 14 1 6 2 10 4
[273] 4 11 6 2 10 4
[335] 3 11 6 2 10 4
[283] 14 11 6 2 10 4
[235] 13 11 6 2 10 4
[285] 14 10 6 2 10 4
[135] 8 9 6 2 10 4
[373] 7 9 6 2 10 4
[317] 6 9 6 2 10 4
[281] 14 9 6 2 10 4
[233] 13 9 6 2 10 4
[223] 1 14 6 2 10 4
[283] 11 14 6 2 10 4
[285] 10 14 6 2 10 4
[281] 9 14 6 2 10 4
[235] 11 13 6 2 10 4
[233] 9 13 6 2 10 4
[479] 3 1 11 2 10 4
[369] 8 4 11 2 10 4
[321] 7 4 11 2 10 4
[273] 6 4 11 2 10 4
[47] 1 3 11 2 10 4
[431] 8 3 11 2 10 4
[383] 7 3 11 2 10 4
[335] 6 3 11 2 10 4
[369] 4 8 11 2 10 4
[431] 3 8 11 2 10 4
[93] 11 8 11 2 10 4
[425] 10 8 11 2 10 4
[459] 9 8 11 2 10 4
[321] 4 7 11 2 10 4
[383] 3 7 11 2 10 4
[273] 4 6 11 2 10 4
[335] 3 6 11 2 10 4
[283] 14 6 11 2 10 4
[235] 13 6 11 2 10 4
[475] 9 8 10 2 10 4
[285] 14 6 10 2 10 4
[233] 5 1 9 2 10 4
[425] 3 1 9 2 10 4
[423] 10 8 9 2 10 4
[471] 9 8 9 2 10 4
[323] 14 7 9 2 10 4
[321] 13 7 9 2 10 4
[221] 14 6 9 2 10 4
[235] 11 1 5 0 10 4
[233] 9 1 5 0 10 4
[183] 6 14 5 0 10 4
[371] 7 13 5 0 10 4
[323] 6 13 5 0 10 4
[287] 5 12 5 0 10 4
[283] 4 12 5 0 10 4
[519] 6 14 4 0 10 4
[479] 5 12 4 0 10 4
[475] 11 1 3 0 10 4
[459] 1 11 3 0 10 4
[469] 14 11 3 0 10 4
[467] 13 11 3 0 10 4
[465] 12 11 3 0 10 4
[373] 14 10 3 0 10 4
[371] 13 10 3 0 10 4
[369] 12 10 3 0 10 4
[425] 7 14 3 0 10 4
[423] 6 14 3 0 10 4
[469] 11 14 3 0 10 4
[373] 10 14 3 0 10 4
[467] 11 13 3 0 10 4
[371] 10 13 3 0 10 4
[47] 5 12 3 0 10 4
[235] 4 12 3 0 10 4
[505] 3 12 3 0 10 4
[465] 11 12 3 0 10 4
[369] 10 12 3 0 10 4
[327] 6 1 14 0 10 4
[233] 7 5 14 0 10 4
[231] 6 5 14 0 10 4
[179] 14 5 14 0 10 4
[273] 13 5 14 0 10 4
[223] 12 5 14 0 10 4
[519] 6 4 14 0 10 4
[425] 7 3 14 0 10 4
[423] 6 3 14 0 10 4
[469] 11 3 14 0 10 4
[373] 10 3 14 0 10 4
[233] 5 7 14 0 10 4
[425] 3 7 14 0 10 4
[135] 1 6 14 0 10 4
[231] 5 6 14 0 10 4
[519] 4 6 14 0 10 4
[423] 3 6 14 0 10 4
[371] 8 1 13 0 10 4
[323] 7 1 13 0 10 4
[277] 12 5 13 0 10 4
[467] 11 3 13 0 10 4
[371] 10 3 13 0 10 4
[369] 8 1 12 0 10 4
[321] 7 1 12 0 10 4
[273] 6 1 12 0 10 4
[335] 13 5 12 0 10 4
[287] 12 5 12 0 10 4
[457] 11 3 12 0 10 4
[93] 2 10 5 2 9 4
[93] 0 6 10 2 9 4
[233] 5 0 9 2 9 4
[425] 3 0 9 2 9 4
[135] 2 8 9 2 9 4
[179] 0 13 5 0 9 4
[179] 0 5 13 0 9 4
[95] 2 5 12 0 9 4
[278] 6 13 0 5 9 4
[95] 4 2 14 5 9 4
[457] 10 2 14 5 9 4
[183] 7 0 14 5 9 4
[221] 13 0 14 5 9 4
[255] 7 0 14 7 11 3
[278] 6 13 2 6 11 3
[255] 14 7 0 14 11 3
[278] 13 2 6 13 11 3
[317] 0 14 7 2 10 3
[221] 0 14 6 2 10 3
[317] 0 7 14 2 10 3
[278] 14 6 13 2 10 3
[505] 0 9 4 0 10 3
[475] 11 2 3 0 10 3
[459] 2 11 3 0 10 3
[505] 2 4 14 0 10 3
[369] 8 5 2 14 10 3
[321] 7 5 2 14 10 3
[273] 6 5 2 14 10 3
[47] 1 4 2 14 10 3
[431] 8 4 2 14 10 3
[383] 7 4 2 14 10 3
[335] 6 4 2 14 10 3
[369] 5 8 2 14 10 3
[431] 4 8 2 14 10 3
[457] 9 8 2 14 10 3
[317] 1 7 2 14 10 3
[321] 5 7 2 14 10 3
[383] 4 7 2 14 10 3
[273] 5 6 2 14 10 3
[335] 4 6 2 14 10 3
[233] 8 5 0 14 10 3
[231] 7 5 0 14 10 3
[221] 12 5 0 14 10 3
[505] 1 4 0 14 10 3
[519] 7 4 0 14 10 3
[425] 8 3 0 14 10 3
[423] 7 3 0 14 10 3
[233] 5 8 0 14 10 3
[425] 3 8 0 14 10 3
[135] 1 7 0 14 10 3
[231] 5 7 0 14 10 3
[519] 4 7 0 14 10 3
[423] 3 7 0 14 10 3
[278] 14 6 2 13 10 3
[95] 4 2 5 14 9 3
[457] 10 2 5 14 9 3
[183] 7 0 5 14 9 3
[221] 13 0 5 14 9 3
[47] 0 10 4 2 14 3
[47] 0 4 10 2 14 3
[135] 2 10 7 0 14 3
[255] 14 7 11 0 14 3
[135] 2 7 10 0 14 3
[255] 14 7 0 11 14 3
[369] 8 5 2 10 14 3
[321] 7 5 2 10 14 3
[273] 6 5 2 10 14 3
[47] 1 4 2 10 14 3
[431] 8 4 2 10 14 3
[383] 7 4 2 10 14 3
[335] 6 4 2 10 14 3
[369] 5 8 2 10 14 3
[431] 4 8 2 10 14 3
[457] 9 8 2 10 14 3
[317] 1 7 2 10 14 3
[321] 5 7 2 10 14 3
[383] 4 7 2 10 14 3
[273] 5 6 2 10 14 3
[335] 4 6 2 10 14 3
[233] 8 5 0 10 14 3
[231] 7 5 0 10 14 3
[221] 12 5 0 10 14 3
[505] 1 4 0 10 14 3
[519] 7 4 0 10 14 3
[425] 8 3 0 10 14 3
[423] 7 3 0 10 14 3
[233] 5 8 0 10 14 3
[425] 3 8 0 10 14 3
[135] 1 7 0 10 14 3
[231] 5 7 0 10 14 3
[519] 4 7 0 10 14 3
[423] 3 7 0 10 14 3
[95] 4 2 5 9 14 3
[457] 10 2 5 9 14 3
[183] 7 0 5 9 14 3
[221] 13 0 5 9 14 3
[278] 13 2 6 11 13 3
[278] 14 6 2 10 13 3
[183] 7 2 9 6 5 11
[221] 13 2 9 6 5 11
[95] 4 0 9 6 5 11
[457] 10 0 9 6 5 11
[93] 0 10 6 2 4 11
[479] 3 0 11 2 4 11
[47] 0 3 11 2 4 11
[93] 2 5 10 2 4 11
[255] 6 14 7 0 4 11
[179] 2 13 6 0 4 11
[183] 2 6 14 0 4 11
[179] 2 6 13 0 4 11
[255] 6 14 0 7 4 11
[283] 13 11 2 6 4 11
[235] 12 11 2 6 4 11
[93] 1 10 2 6 4 11
[285] 13 10 2 6 4 11
[183] 8 9 2 6 4 11
[281] 13 9 2 6 4 11
[233] 12 9 2 6 4 11
[223] 1 13 2 6 4 11
[283] 11 13 2 6 4 11
[285] 10 13 2 6 4 11
[281] 9 13 2 6 4 11
[235] 11 12 2 6 4 11
[233] 9 12 2 6 4 11
[459] 1 10 0 6 4 11
[469] 14 10 0 6 4 11
[467] 13 10 0 6 4 11
[465] 12 10 0 6 4 11
[373] 14 9 0 6 4 11
[371] 13 9 0 6 4 11
[369] 12 9 0 6 4 11
[469] 10 14 0 6 4 11
[373] 9 14 0 6 4 11
[179] 1 13 0 6 4 11
[467] 10 13 0 6 4 11
[371] 9 13 0 6 4 11
[95] 5 12 0 6 4 11
[465] 10 12 0 6 4 11
[369] 9 12 0 6 4 11
[255] 7 0 14 7 3 11
[278] 6 13 2 6 3 11
[255] 14 7 0 14 3 11
[278] 13 2 6 13 3 11
[255] 6 14 0 4 7 11
[255] 7 0 14 3 7 11
[223] 0 13 4 2 6 11
[278] 6 13 3 2 6 11
[223] 0 4 13 2 6 11
[459] 2 10 4 0 6 11
[459] 2 4 10 0 6 11
[183] 7 2 9 5 6 11
[221] 13 2 9 5 6 11
[95] 4 0 9 5 6 11
[457] 10 0 9 5 6 11
[283] 13 11 2 4 6 11
[235] 12 11 2 4 6 11
[93] 1 10 2 4 6 11
[285] 13 10 2 4 6 11
[183] 8 9 2 4 6 11
[281] 13 9 2 4 6 11
[233] 12 9 2 4 6 11
[223] 1 13 2 4 6 11
[283] 11 13 2 4 6 11
[285] 10 13 2 4 6 11
[281] 9 13 2 4 6 11
[235] 11 12 2 4 6 11
[233] 9 12 2 4 6 11
[459] 1 10 0 4 6 11
[469] 14 10 0 4 6 11
[467] 13 10 0 4 6 11
[465] 12 10 0 4 6 11
[373] 14 9 0 4 6 11
[371] 13 9 0 4 6 11
[369] 12 9 0 4 6 11
[469] 10 14 0 4 6 11
[373] 9 14 0 4 6 11
[179] 1 13 0 4 6 11
[467] 10 13 0 4 6 11
[371] 9 13 0 4 6 11
[95] 5 12 0 4 6 11
[465] 10 12 0 4 6 11
[369] 9 12 0 4 6 11
[278] 6 13 2 3 6 11
[457] 0 9 8 5 2 10
[317] 2 9 7 5 2 10
[317] 2 7 9 5 2 10
[373] 14 0 8 4 2 10
[371] 13 0 8 4 2 10
[369] 12 0 8 4 2 10
[459] 2 9 8 4 2 10
[323] 13 0 7 4 2 10
[321] 12 0 7 4 2 10
[277] 14 0 6 4 2 10
[223] 0 14 6 4 2 10
[317] 0 14 7 3 2 10
[221] 0 14 6 3 2 10
[317] 0 7 14 3 2 10
[278] 14 6 13 3 2 10
[457] 0 9 5 8 2 10
[373] 14 0 4 8 2 10
[371] 13 0 4 8 2 10
[369] 12 0 4 8 2 10
[459] 2 9 4 8 2 10
[459] 2 4 9 8 2 10
[317] 2 9 5 7 2 10
[323] 13 0 4 7 2 10
[321] 12 0 4 7 2 10
[317] 0 14 3 7 2 10
[277] 14 0 4 6 2 10
[223] 0 14 4 6 2 10
[221] 0 14 3 6 2 10
[223] 0 4 14 6 2 10
[235] 11 5 2 4 1 10
[233] 9 5 2 4 1 10
[475] 11 3 2 4 1 10
[479] 3 11 2 4 1 10
[233] 5 9 2 4 1 10
[425] 3 9 2 4 1 10
[373] 14 8 0 4 1 10
[371] 13 8 0 4 1 10
[369] 12 8 0 4 1 10
[323] 13 7 0 4 1 10
[321] 12 7 0 4 1 10
[277] 14 6 0 4 1 10
[327] 6 14 0 4 1 10
[371] 8 13 0 4 1 10
[323] 7 13 0 4 1 10
[369] 8 12 0 4 1 10
[321] 7 12 0 4 1 10
[273] 6 12 0 4 1 10
[278] 12 8 10 5 0 10
[278] 8 12 10 5 0 10
[233] 8 2 9 5 0 10
[231] 7 2 9 5 0 10
[221] 12 2 9 5 0 10
[479] 4 0 9 5 0 10
[505] 0 5 9 5 0 10
[221] 2 12 9 5 0 10
[223] 0 5 12 5 0 10
[278] 8 10 12 5 0 10
[221] 2 9 12 5 0 10
[475] 11 5 2 4 0 10
[235] 11 3 2 4 0 10
[233] 9 3 2 4 0 10
[425] 5 9 2 4 0 10
[233] 3 9 2 4 0 10
[519] 8 9 2 4 0 10
[519] 6 14 0 4 0 10
[479] 5 12 0 4 0 10
[459] 2 3 11 3 0 10
[457] 2 14 11 3 0 10
[457] 11 2 14 3 0 10
[425] 8 0 14 3 0 10
[423] 7 0 14 3 0 10
[505] 2 3 14 3 0 10
[457] 2 11 14 3 0 10
[457] 0 9 8 2 5 10
[317] 2 9 7 2 5 10
[317] 2 7 9 2 5 10
[235] 11 2 5 0 5 10
[233] 9 2 5 0 5 10
[223] 0 12 5 0 5 10
[505] 2 14 4 0 5 10
[505] 0 4 9 0 5 10
[255] 14 7 2 9 5 10
[183] 7 2 6 9 5 10
[221] 13 2 6 9 5 10
[95] 4 0 6 9 5 10
[457] 10 0 6 9 5 10
[373] 14 1 8 2 4 10
[371] 13 1 8 2 4 10
[369] 12 1 8 2 4 10
[95] 3 11 8 2 4 10
[471] 8 9 8 2 4 10
[469] 7 9 8 2 4 10
[323] 13 1 7 2 4 10
[321] 12 1 7 2 4 10
[321] 4 11 7 2 4 10
[383] 3 11 7 2 4 10
[327] 8 9 7 2 4 10
[277] 14 1 6 2 4 10
[273] 4 11 6 2 4 10
[335] 3 11 6 2 4 10
[283] 14 11 6 2 4 10
[235] 13 11 6 2 4 10
[285] 14 10 6 2 4 10
[135] 8 9 6 2 4 10
[373] 7 9 6 2 4 10
[317] 6 9 6 2 4 10
[281] 14 9 6 2 4 10
[233] 13 9 6 2 4 10
[223] 1 14 6 2 4 10
[283] 11 14 6 2 4 10
[285] 10 14 6 2 4 10
[281] 9 14 6 2 4 10
[235] 11 13 6 2 4 10
[233] 9 13 6 2 4 10
[479] 3 1 11 2 4 10
[369] 8 4 11 2 4 10
[321] 7 4 11 2 4 10
[273] 6 4 11 2 4 10
[47] 1 3 11 2 4 10
[431] 8 3 11 2 4 10
[383] 7 3 11 2 4 10
[335] 6 3 11 2 4 10
[369] 4 8 11 2 4 10
[431] 3 8 11 2 4 10
[93] 11 8 11 2 4 10
[425] 10 8 11 2 4 10
[459] 9 8 11 2 4 10
[321] 4 7 11 2 4 10
[383] 3 7 11 2 4 10
[273] 4 6 11 2 4 10
[335] 3 6 11 2 4 10
[283] 14 6 11 2 4 10
[235] 13 6 11 2 4 10
[475] 9 8 10 2 4 10
[285] 14 6 10 2 4 10
[233] 5 1 9 2 4 10
[425] 3 1 9 2 4 10
[423] 10 8 9 2 4 10
[471] 9 8 9 2 4 10
[323] 14 7 9 2 4 10
[321] 13 7 9 2 4 10
[221] 14 6 9 2 4 10
[235] 11 1 5 0 4 10
[233] 9 1 5 0 4 10
[183] 6 14 5 0 4 10
[371] 7 13 5 0 4 10
[323] 6 13 5 0 4 10
[287] 5 12 5 0 4 10
[283] 4 12 5 0 4 10
[519] 6 14 4 0 4 10
[479] 5 12 4 0 4 10
[475] 11 1 3 0 4 10
[459] 1 11 3 0 4 10
[469] 14 11 3 0 4 10
[467] 13 11 3 0 4 10
[465] 12 11 3 0 4 10
[373] 14 10 3 0 4 10
[371] 13 10 3 0 4 10
[369] 12 10 3 0 4 10
[425] 7 14 3 0 4 10
[423] 6 14 3 0 4 10
[469] 11 14 3 0 4 10
[373] 10 14 3 0 4 10
[467] 11 13 3 0 4 10
[371] 10 13 3 0 4 10
[47] 5 12 3 0 4 10
[235] 4 12 3 0 4 10
[505] 3 12 3 0 4 10
[465] 11 12 3 0 4 10
[369] 10 12 3 0 4 10
[327] 6 1 14 0 4 10
[233] 7 5 14 0 4 10
[231] 6 5 14 0 4 10
[179] 14 5 14 0 4 10
[273] 13 5 14 0 4 10
[223] 12 5 14 0 4 10
[519] 6 4 14 0 4 10
[425] 7 3 14 0 4 10
[423] 6 3 14 0 4 10
[469] 11 3 14 0 4 10
[373] 10 3 14 0 4 10
[233] 5 7 14 0 4 10
[425] 3 7 14 0 4 10
[135] 1 6 14 0 4 10
[231] 5 6 14 0 4 10
[519] 4 6 14 0 4 10
[423] 3 6 14 0 4 10
[371] 8 1 13 0 4 10
[323] 7 1 13 0 4 10
[277] 12 5 13 0 4 10
[467] 11 3 13 0 4 10
[371] 10 3 13 0 4 10
[369] 8 1 12 0 4 10
[321] 7 1 12 0 4 10
[273] 6 1 12 0 4 10
[335] 13 5 12 0 4 10
[287] 12 5 12 0 4 10
[457] 11 3 12 0 4 10
[317] 0 14 7 2 3 10
[221] 0 14 6 2 3 10
[317] 0 7 14 2 3 10
[278] 14 6 13 2 3 10
[505] 0 9 4 0 3 10
[475] 11 2 3 0 3 10
[459] 2 11 3 0 3 10
[505] 2 4 14 0 3 10
[369] 8 5 2 14 3 10
[321] 7 5 2 14 3 10
[273] 6 5 2 14 3 10
[47] 1 4 2 14 3 10
[431] 8 4 2 14 3 10
[383] 7 4 2 14 3 10
[335] 6 4 2 14 3 10
[369] 5 8 2 14 3 10
[431] 4 8 2 14 3 10
[457] 9 8 2 14 3 10
[317] 1 7 2 14 3 10
[321] 5 7 2 14 3 10
[383] 4 7 2 14 3 10
[273] 5 6 2 14 3 10
[335] 4 6 2 14 3 10
[233] 8 5 0 14 3 10
[231] 7 5 0 14 3 10
[221] 12 5 0 14 3 10
[505] 1 4 0 14 3 10
[519] 7 4 0 14 3 10
[425] 8 3 0 14 3 10
[423] 7 3 0 14 3 10
[233] 5 8 0 14 3 10
[425] 3 8 0 14 3 10
[135] 1 7 0 14 3 10
[231] 5 7 0 14 3 10
[519] 4 7 0 14 3 10
[423] 3 7 0 14 3 10
[278] 14 6 2 13 3 10
[459] 2 10 5 2 5 9
[459] 0 6 10 2 5 9
[327] 7 2 9 2 5 9
[369] 5 0 9 2 5 9
[431] 4 0 9 2 5 9
[457] 9 0 9 2 5 9
[317] 2 8 9 2 5 9
[183] 7 2 9 1 5 9
[221] 13 2 9 1 5 9
[95] 4 0 9 1 5 9
[457] 10 0 9 1 5 9
[223] 0 13 5 0 5 9
[278] 6 13 4 0 5 9
[278] 13 8 10 0 5 9
[278] 8 13 10 0 5 9
[221] 2 13 9 0 5 9
[223] 0 5 13 0 5 9
[278] 8 10 13 0 5 9
[221] 2 9 13 0 5 9
[457] 0 10 2 11 5 9
[278] 13 8 0 10 5 9
[278] 8 13 0 10 5 9
[278] 13 0 8 10 5 9
[475] 10 8 2 9 5 9
[183] 1 7 2 9 5 9
[423] 11 7 2 9 5 9
[471] 10 7 2 9 5 9
[469] 10 6 2 9 5 9
[373] 9 6 2 9 5 9
[425] 8 11 2 9 5 9
[423] 7 11 2 9 5 9
[457] 1 10 2 9 5 9
[471] 7 10 2 9 5 9
[469] 6 10 2 9 5 9
[327] 7 9 2 9 5 9
[277] 13 5 0 9 5 9
[95] 1 4 0 9 5 9
[335] 14 4 0 9 5 9
[287] 13 4 0 9 5 9
[283] 13 3 0 9 5 9
[235] 12 3 0 9 5 9
[273] 5 14 0 9 5 9
[335] 4 14 0 9 5 9
[221] 1 13 0 9 5 9
[287] 4 13 0 9 5 9
[283] 3 13 0 9 5 9
[479] 4 12 0 9 5 9
[93] 2 10 3 2 4 9
[95] 2 3 11 2 4 9
[93] 2 3 10 2 4 9
[255] 12 8 9 2 4 9
[255] 8 12 9 2 4 9
[255] 8 9 12 2 4 9
[179] 0 13 3 0 4 9
[327] 6 0 14 0 4 9
[135] 0 6 14 0 4 9
[255] 13 6 14 0 4 9
[179] 2 8 13 0 4 9
[235] 11 5 2 14 4 9
[233] 9 5 2 14 4 9
[475] 11 3 2 14 4 9
[479] 3 11 2 14 4 9
[233] 5 9 2 14 4 9
[425] 3 9 2 14 4 9
[373] 14 8 0 14 4 9
[371] 13 8 0 14 4 9
[369] 12 8 0 14 4 9
[323] 13 7 0 14 4 9
[321] 12 7 0 14 4 9
[277] 14 6 0 14 4 9
[327] 6 14 0 14 4 9
[371] 8 13 0 14 4 9
[323] 7 13 0 14 4 9
[369] 8 12 0 14 4 9
[321] 7 12 0 14 4 9
[273] 6 12 0 14 4 9
[255] 6 14 0 13 4 9
[255] 8 9 2 12 4 9
[95] 2 4 2 14 3 9
[95] 4 2 4 14 3 9
[457] 10 2 4 14 3 9
[183] 7 0 4 14 3 9
[221] 13 0 4 14 3 9
[527] 4 0 10 0 6 11 5
[279] 13 7 2 10 6 11 5
[279] 7 13 2 10 6 11 5
[527] 10 4 0 10 6 11 5
[527] 4 10 0 10 6 11 5
[279] 6 14 2 6 2 10 5
[527] 4 0 11 3 0 10 5
[279] 6 14 6 2 6 10 5
[279] 14 6 14 2 6 10 5
[527] 3 11 3 0 6 10 5
[527] 11 3 11 0 6 10 5
[279] 13 0 7 5 2 9 5
[279] 13 0 5 7 2 9 5
[527] 10 4 2 5 1 9 5
[527] 4 10 2 5 1 9 5
[279] 13 7 0 5 1 9 5
[279] 7 13 0 5 1 9 5
[527] 10 5 2 5 0 9 5
[527] 5 10 2 5 0 9 5
[279] 6 13 0 5 0 9 5
[527] 3 10 8 2 5 9 5
[279] 13 1 7 2 5 9 5
[527] 4 1 10 2 5 9 5
[279] 14 7 9 2 5 9 5
[279] 6 13 5 0 5 9 5
[527] 10 1 4 0 5 9 5
[279] 7 1 13 0 5 9 5
[527] 11 4 12 0 5 9 5
[527] 10 2 4 0 3 9 5
[527] 10 0 6 3 11 2 4
[527] 10 3 0 6 11 2 4
[527] 10 0 3 6 11 2 4
[527] 3 9 8 2 10 2 4
[527] 11 3 9 0 10 2 4
[527] 3 10 2 5 9 2 4
[279] 13 8 0 5 9 2 4
[279] 8 13 0 5 9 2 4
[279] 13 0 8 5 9 2 4
[279] 13 0 5 8 9 2 4
[279] 6 14 6 2 10 1 4
[279] 14 6 14 2 10 1 4
[527] 3 11 3 0 10 1 4
[527] 11 3 11 0 10 1 4
[279] 13 2 6 14 11 0 4
[279] 14 6 2 14 10 0 4
[527] 10 2 5 12 9 0 4
[279] 13 2 6 11 14 0 4
[279] 14 6 2 10 14 0 4
[527] 10 2 5 9 12 0 4
[527] 11 3 0 11 2 11 4
[279] 13 2 6 14 0 11 4
[279] 13 8 9 2 6 11 4
[279] 8 13 9 2 6 11 4
[279] 8 9 13 2 6 11 4
[527] 5 12 10 0 6 11 4
[527] 10 5 12 0 6 11 4
[527] 5 10 12 0 6 11 4
[527] 10 3 11 8 2 10 4
[279] 14 8 9 7 2 10 4
[279] 6 14 1 6 2 10 4
[279] 8 14 9 6 2 10 4
[279] 8 9 14 6 2 10 4
[527] 11 3 1 11 2 10 4
[527] 9 8 3 11 2 10 4
[527] 9 3 8 11 2 10 4
[527] 3 9 8 10 2 10 4
[279] 7 14 6 9 2 10 4
[279] 13 6 14 5 0 10 4
[527] 11 5 12 4 0 10 4
[527] 3 11 1 3 0 10 4
[527] 5 12 11 3 0 10 4
[527] 5 11 12 3 0 10 4
[279] 14 6 1 14 0 10 4
[279] 12 6 5 14 0 10 4
[279] 12 5 6 14 0 10 4
[279] 6 12 5 13 0 10 4
[527] 4 11 3 12 0 10 4
[527] 10 2 5 12 0 9 4
[527] 10 4 2 14 5 9 4
[527] 4 10 2 14 5 9 4
[279] 13 7 0 14 5 9 4
[279] 7 13 0 14 5 9 4
[279] 7 0 14 6 2 10 3
[527] 3 11 2 3 0 10 3
[527] 9 8 4 2 14 10 3
[527] 9 4 8 2 14 10 3
[527] 4 9 8 2 14 10 3
[279] 12 7 5 0 14 10 3
[279] 7 12 5 0 14 10 3
[279] 12 5 7 0 14 10 3
[527] 10 4 2 5 14 9 3
[527] 4 10 2 5 14 9 3
[279] 13 7 0 5 14 9 3
[279] 7 13 0 5 14 9 3
[527] 9 8 4 2 10 14 3
[527] 9 4 8 2 10 14 3
[527] 4 9 8 2 10 14 3
[279] 12 7 5 0 10 14 3
[279] 7 12 5 0 10 14 3
[279] 12 5 7 0 10 14 3
[527] 10 4 2 5 9 14 3
[527] 4 10 2 5 9 14 3
[279] 13 7 0 5 9 14 3
[279] 7 13 0 5 9 14 3
[279] 13 7 2 9 6 5 11
[279] 7 13 2 9 6 5 11
[527] 10 4 0 9 6 5 11
[527] 4 10 0 9 6 5 11
[527] 11 3 0 11 2 4 11
[279] 13 2 6 14 0 4 11
[279] 13 8 9 2 6 4 11
[279] 8 13 9 2 6 4 11
[279] 8 9 13 2 6 4 11
[527] 5 12 10 0 6 4 11
[527] 10 5 12 0 6 4 11
[527] 5 10 12 0 6 4 11
[279] 13 7 2 9 5 6 11
[279] 7 13 2 9 5 6 11
[527] 10 4 0 9 5 6 11
[527] 4 10 0 9 5 6 11
[279] 13 8 9 2 4 6 11
[279] 8 13 9 2 4 6 11
[279] 8 9 13 2 4 6 11
[527] 5 12 10 0 4 6 11
[527] 10 5 12 0 4 6 11
[527] 5 10 12 0 4 6 11
[527] 4 0 9 8 5 2 10
[279] 6 14 0 6 4 2 10
[279] 7 0 14 6 3 2 10
[527] 4 0 9 5 8 2 10
[279] 6 14 0 4 6 2 10
[279] 7 0 14 3 6 2 10
[527] 3 11 3 2 4 1 10
[527] 11 3 11 2 4 1 10
[279] 6 14 6 0 4 1 10
[279] 14 6 14 0 4 1 10
[279] 12 7 2 9 5 0 10
[279] 7 12 2 9 5 0 10
[527] 11 4 0 9 5 0 10
[279] 7 2 12 9 5 0 10
[279] 7 2 9 12 5 0 10
[527] 3 11 5 2 4 0 10
[527] 11 5 12 0 4 0 10
[527] 4 2 14 11 3 0 10
[527] 4 11 2 14 3 0 10
[527] 4 2 11 14 3 0 10
[527] 4 0 9 8 2 5 10
[279] 13 7 2 6 9 5 10
[279] 7 13 2 6 9 5 10
[527] 10 4 0 6 9 5 10
[527] 4 10 0 6 9 5 10
[527] 10 3 11 8 2 4 10
[279] 14 8 9 7 2 4 10
[279] 6 14 1 6 2 4 10
[279] 8 14 9 6 2 4 10
[279] 8 9 14 6 2 4 10
[527] 11 3 1 11 2 4 10
[527] 9 8 3 11 2 4 10
[527] 9 3 8 11 2 4 10
[527] 3 9 8 10 2 4 10
[279] 7 14 6 9 2 4 10
[279] 13 6 14 5 0 4 10
[527] 11 5 12 4 0 4 10
[527] 3 11 1 3 0 4 10
[527] 5 12 11 3 0 4 10
[527] 5 11 12 3 0 4 10
[279] 14 6 1 14 0 4 10
[279] 12 6 5 14 0 4 10
[279] 12 5 6 14 0 4 10
[279] 6 12 5 13 0 4 10
[527] 4 11 3 12 0 4 10
[279] 7 0 14 6 2 3 10
[527] 3 11 2 3 0 3 10
[527] 9 8 4 2 14 3 10
[527] 9 4 8 2 14 3 10
[527] 4 9 8 2 14 3 10
[279] 12 7 5 0 14 3 10
[279] 7 12 5 0 14 3 10
[279] 12 5 7 0 14 3 10
[279] 14 7 2 9 2 5 9
[527] 9 4 0 9 2 5 9
[527] 4 9 0 9 2 5 9
[279] 13 7 2 9 1 5 9
[279] 7 13 2 9 1 5 9
[527] 10 4 0 9 1 5 9
[527] 4 10 0 9 1 5 9
[279] 7 2 13 9 0 5 9
[279] 7 2 9 13 0 5 9
